status;atlas_ref_id;brot_id;rezept_variante;name;gruppe;schritt_nr;zutaten_list;anweisung;techniken_tags;zeit_aufwand;bild_ref;quelle;bild_lead;step_bild_positive_prompt;step_bild_negativ_prompt;lead_bild_positive_prompt;lead_bild_negativ_prompt;tipps;gemini_comment1;gemini_comment2;Herkunft;Geschichte, Entstehung;Tradition;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;7;Keine;Stückgare: Mit dem Schluss nach unten auf ein Backblech oder in ein Gärkörbchen legen. Ca. 45 Minuten gehen lassen, bis sich Risse an der bemehlten Oberfläche zeigen (Rustikal-Effekt).;Gären;45 Min;null;;CHE-00058-G-001.jpg;Professional food photography, proofed dough loaf with cracked flour surface;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Gare im Gärkorb gibt schönes Muster.;Risse sind gewollt.;Gut bemehlen.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;8;Wasser (Schwaden);Backen: Ofen auf 250°C vorheizen. Teigling einschneiden (z.B. Rautenmuster oder ein tiefer Längsschnitt) oder wild aufreissen lassen. Mit Dampf einschiessen. Nach 10 Min auf 210°C reduzieren und kräftig ausbacken (ca. 50 Min gesamt).;Backen,Bedampfen;50 Min;CHE-00058-G-001-st8.jpg;;CHE-00058-G-001.jpg;Professional food photography, rustic bread baking in oven, dark crust forming;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Gut durchbacken (Körner halten Feuchtigkeit).;Wilder Aufriss passt zum Thema.;Dunkle Kruste schmeckt besser.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;1;100g Halbweissmehl, 100g Wasser, 2g Hefe (frisch);Vorteig (Poolish) ansetzen: Hefe im Wasser auflösen, Mehl einrühren (konsistenz wie Pfannkuchenteig). Abgedeckt 12-24 Stunden im Kühlschrank (oder 12h Raumtemp.) reifen lassen.;Mischen,Fermentieren;5 Min + 12h Ruhe;CHE-00059-G-001-st1.jpg;Traditionell;CHE-00059-G-001.jpg;Professional food photography, close-up of liquid yeast starter (Poolish), very bubbly;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Poolish (weicher Vorteig) ist essenziell.;Sorgt für das typische Aroma.;Startet die Fermentation sanft.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;2;Reifer Vorteig, 400g Halbweissmehl, 230g Wasser (kalt), 10g Hefe (frisch);Hauptteig mischen: Alle Zutaten ausser Salz in die Knetmaschine geben. 5 Minuten langsam mischen. Der Teig wird sehr weich sein!;Mischen;5 Min;null;Traditionell;CHE-00059-G-001.jpg;Professional food photography, mixing very wet dough in machine, glossy surface;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Sehr weicher Teig (hohe Hydration).;Nicht erschrecken, das muss so sein.;Kaltes Wasser verwenden.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;3;10-12g Salz;Kneten: Salz hinzufügen. Auf schneller Stufe 10-15 Minuten intensiv auskneten, bis sich der Teig vom Schüsselrand löst (Fenstertest ist zwingend).;Kneten;15 Min;null;Traditionell;CHE-00059-G-001.jpg;Professional food photography, kneading high hydration dough, windowpane test;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Lange kneten für Glutengerüst.;Salz gibt Stabilität.;Fenstertest muss perfekt sein.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;4;Keine;Stockgare: Teig in eine geölte Wanne geben. 60-90 Minuten gehen lassen. Nach 30 und 60 Minuten jeweils dehnen und falten (Stretch & Fold), um dem weichen Teig Stabilität zu geben.;Gären,Falten;90 Min;CHE-00059-G-001-st4.jpg;Traditionell;CHE-00059-G-001.jpg;Professional food photography, folding wet dough in a tub, strength building;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Mehrmaliges Falten ist Pflicht.;Teig gewinnt an Struktur.;Volumen nimmt zu.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;5;Halbweissmehl (viel, zum Aufarbeiten);Aufarbeiten: Teig vorsichtig auf eine sehr gut bemehlte Arbeitsfläche kippen (nicht entgasen!). Mit einer Teigkarte ca. 80-100g schwere Stücke abstechen. Nicht zu stark formen, eher rustikal rund "zusammenschieben".;Teilen,Formen;15 Min;CHE-00059-G-001-st5.jpg;Traditionell;CHE-00059-G-001.jpg;Professional food photography, cutting wet dough with scraper on heavily floured table;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Viel Mehl ("Handmehl") verwenden.;Nicht kneten, nur schieben.;Luft im Teig lassen.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;6;Keine;Paare bilden: Immer zwei Teiglinge auf dem Backpapier/Schieber so aneinanderlegen, dass sie sich berühren ("küssen"). Das ist entscheidend für die weiche Seite.;Formen;5 Min;CHE-00059-G-001-st6.jpg;Traditionell;CHE-00059-G-001.jpg;Professional food photography, placing two dough balls touching each other on baking sheet;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Kontaktstelle bleibt weich.;Typische "Bürli"-Form.;Vorsichtig hantieren.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;7;Keine;Stückgare: Nur kurz! Ca. 15-20 Minuten abgedeckt entspannen lassen. Währenddessen Ofen auf 250°C (mit Backstein) maximal vorheizen.;Gären;20 Min;CHE-00059-G-001-st7.jpg;Traditionell;CHE-00059-G-001.jpg;Professional food photography, dough pieces resting on tray, covered with cloth;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Kurze Gare reicht.;Ofenhitze ist entscheidend.;Backstein speichert Hitze.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SG-001;CHE-00059-G-001;1;St. Galler Bürli;Kleinbrote;8;Viel Wasser (Schwaden);Backen: Bürli einschiessen und sofort sehr kräftig bedampfen. Temperatur konstant hoch halten (mind. 230-240°C). Backzeit ca. 20-25 Minuten, bis sie dunkelbraun und röstig sind.;Backen,Bedampfen;25 Min;CHE-00059-G-001-st8.jpg;Traditionell;CHE-00059-G-001.jpg;Professional food photography, dark rolls baking in hot oven;blurry, text, cartoon;Professional food photography, St. Galler Bürli, pair of dark baked round rolls attached to each other, crispy crust, floury bottom;blurry, text, cartoon;Müssen dunkel sein ("verbrannt" ist hier Aroma).;Viel Dampf für Volumen.;Der Grill-König.;Kanton St. Gallen / Ostschweiz;Hat den Status IGP (Indication Géographique Protégée).;Wird traditionell immer als Paar ("Doppelbürli") verkauft. Dunkel gebacken, feucht und gross-porig innen.;
active;CH-SPEC-001;CHE-00060-G-001;1;Helles Holzfällerbrot;Spezialbrote;1;500g Halbweissmehl, 50g Roggenmehl, 350g Wasser, 10g Hefe, 12g Salz;Teigherstellung (Direktführung): Alle Zutaten mischen und intensiv kneten (ca. 10 Min), bis der Teig elastisch ist. Teigtemperatur sollte ca 24°C sein.;Kneten;15 Min;CHE-00060-G-001-st1.jpg;Bäckerei-Standard;CHE-00060-G-001.jpg;Professional food photography, smooth elastic ball of white bread dough;blurry, text, cartoon;Professional food photography, Helles Holzfällerbrot, round loaf with golden crust and cross pattern scoring, rustic look;blurry, text, cartoon;Roggenanteil gibt Herzhaftigkeit.;Direkte Führung geht schnell.;Robustes Brot.;Schweiz (Allgemein);Fantasiename für rustikal aufgemachte Brote.;Meist rund, mit Mehl bestäubt und kreuzweise eingeschnitten. Ein Alltagsbrot.;
active;CH-SPEC-001;CHE-00060-G-001;1;Helles Holzfällerbrot;Spezialbrote;2;Keine;Gare & Formen: 60 Min Stockgare. Danach zu einem runden Laib formen. Oberfläche befeuchten und in Mehl wälzen für rustikale Optik. Kreuzweise einschneiden.;Gären,Formen;70 Min;null;Bäckerei-Standard;CHE-00060-G-001.jpg;Professional food photography, shaping round dough loaf and scoring with cross pattern;blurry, text, cartoon;Professional food photography, Helles Holzfällerbrot, round loaf with golden crust and cross pattern scoring, rustic look;blurry, text, cartoon;Mehl auf nasser Oberfläche haftet besser.;Kreuzschnitt symbolisiert Rustikalität.;Einfach zu formen.;Schweiz (Allgemein);Fantasiename für rustikal aufgemachte Brote.;Meist rund, mit Mehl bestäubt und kreuzweise eingeschnitten. Ein Alltagsbrot.;
active;CH-SPEC-001;CHE-00060-G-001;1;Helles Holzfällerbrot;Spezialbrote;3;Keine;Backen: Bei 230°C mit Dampf ca. 45-50 Min backen. Kruste soll goldgelb und kräftig sein.;Backen;50 Min;CHE-00060-G-001-st3.jpg;Bäckerei-Standard;CHE-00060-G-001.jpg;Professional food photography, baking round bread loaf, golden crust forming;blurry, text, cartoon;Professional food photography, Helles Holzfällerbrot, round loaf with golden crust and cross pattern scoring, rustic look;blurry, text, cartoon;Gut ausbacken.;Kruste gibt Geschmack.;Dampf nicht vergessen.;Schweiz (Allgemein);Fantasiename für rustikal aufgemachte Brote.;Meist rund, mit Mehl bestäubt und kreuzweise eingeschnitten. Ein Alltagsbrot.;
active;CH-SPEC-002;CHE-00061-G-001;1;Dunkles/Rustikales Holzfällerbrot;Spezialbrote;1;300g Ruchmehl, 200g Roggenmehl, 380g Wasser, 15g Hefe, 12g Salz, 1 EL Malz, (evtl. Brotgewürz);Mischen: Aufgrund des hohen Roggenanteils nur kurz intensiv kneten (ca. 6-8 Min). Der Teig bleibt klebrig.;Mischen,Kneten;10 Min;CHE-00061-G-001-st1.jpg;Bäckerei-Standard;CHE-00061-G-001.jpg;Professional food photography, sticky rye mixed dough in bowl, dark color;blurry, text, cartoon;Professional food photography, Dunkles Holzfällerbrot, rustic dark loaf rolled in rye flour, wild cracks on surface, hearty;blurry, text, cartoon;Roggen nicht überkneten (Strukturzerfall).;Brotgewürz passt perfekt.;Malz färbt dunkel.;Schweiz (Allgemein);Rustikale Variante mit höherem Roggenanteil.;Zeichnet sich durch den wilden Aufriss aus (nicht eingeschnitten).;
active;CH-SPEC-002;CHE-00061-G-001;1;Dunkles/Rustikales Holzfällerbrot;Spezialbrote;2;Roggenmehl (zum Wälzen);Aufarbeiten: 60 Min Gare. Teig rundwirken (Schluss darf unsauber sein für Rustikal-Look). Nass machen und in Roggenmehl wälzen. Nicht einschneiden, sondern wild aufreissen lassen ("Ausbund").;Gären,Formen;70 Min;null;Bäckerei-Standard;CHE-00061-G-001.jpg;Professional food photography, rolling dough loaf in rye flour for rustic finish;blurry, text, cartoon;Professional food photography, Dunkles Holzfällerbrot, rustic dark loaf rolled in rye flour, wild cracks on surface, hearty;blurry, text, cartoon;Wilder Aufriss gewollt.;Roggenmehl aussen schmeckt nussig.;Schluss nach oben backen möglich.;Schweiz (Allgemein);Rustikale Variante mit höherem Roggenanteil.;Zeichnet sich durch den wilden Aufriss aus (nicht eingeschnitten).;
active;CH-SPEC-002;CHE-00061-G-001;1;Dunkles/Rustikales Holzfällerbrot;Spezialbrote;3;Keine;Backen: Heiss anbacken (250°C), Dampf geben. Nach 10 Min auf 210°C fallen lassen. Backzeit ca. 50-60 Min. Gut ausbacken!;Backen;60 Min;CHE-00061-G-001-st3.jpg;Bäckerei-Standard;CHE-00061-G-001.jpg;Professional food photography, dark rustic bread baking in oven, cracks opening;blurry, text, cartoon;Professional food photography, Dunkles Holzfällerbrot, rustic dark loaf rolled in rye flour, wild cracks on surface, hearty;blurry, text, cartoon;Kräftige Hitze für den Riss.;Lange Backzeit für die Krume.;Sehr lange haltbar.;Schweiz (Allgemein);Rustikale Variante mit höherem Roggenanteil.;Zeichnet sich durch den wilden Aufriss aus (nicht eingeschnitten).;
active;CH-TI-002;CHE-00062-G-001;1;Pane Valle Maggia – Rustikales Biga Brot;Tessiner Brote / Artisan Breads;1;150g Ruchmehl, 100g Wasser, 1g Hefe;Vorteig (Biga): Zutaten mischen (fester Teig). 12-16 Stunden bei 16-18°C reifen lassen. Bringt die Säure und Haltbarkeit.;Fermentieren;12h Ruhe;CHE-00062-G-001-st1.jpg;Traditionell;CHE-00062-G-001.jpg;Professional food photography, solid preferment dough (Biga) in a bowl, rough texture;blurry, text, cartoon;A highly detailed, photorealistic studio shot of two Pane Valle Maggia loaves. The bread is oval, baked dark brown (dunkel ausgebacken) with a strong, rustic crust texture and deep scorings. One loaf is meticulously torn open, clearly revealing an extremely open, irregular, and moist interior crumb structure (large alveoli). The setting is a rough, old wooden table, typical of a Ticino mountain cabin. Dramatic, warm side lighting (Rembrandt lighting) emphasizes the texture contrast. Professional food photography, shallow depth of field, ultra realistic, 8K.;Blurry, grainy, low quality, deformed, messy, poorly sliced, plastic texture, fake studio background, monochrome, excessive flour dust, artifacts.;Biga Temperatur genau einhalten (16-18°C) für milde Säure.;Logik ist stimmig für beschleunigte Profi-Führung (hohe Hydration 76% + viel Hefe).|Empfehlung: Für klassisches Handwerk Hefe im Hauptteig reduzieren und Stockgare verlängern.|Achtung: Teig muss sehr gut ausgeknetet werden (Fenstertest).;Bild-Fokus: Kontrast zwischen sehr dunkler, rustikaler Kruste und heller, nass-glänzender offener Porung.;Kanton Tessin (Maggiatal);Moderne, effiziente Interpretation traditioneller Tessiner Biga-Brote.;Dunkel ausgebacken, dicke Kruste, grossporige und feuchte Krume ("High Hydration").;
active;CH-TI-002;CHE-00062-G-001;1;Pane Valle Maggia – Rustikales Biga Brot;Tessiner Brote / Artisan Breads;2;Reifer Biga, 350g Halbweissmehl, 50g Roggenmehl, 320g Wasser, 12g Salz, 8g Hefe;Hauptteig: Alles mischen und sehr gut auskneten. Der Teig ist weich (hohe Hydration).;Kneten;15 Min;null;Traditionell;CHE-00062-G-001.jpg;Professional food photography, mixing high hydration dough with biga;blurry, text, cartoon;A highly detailed, photorealistic studio shot of two Pane Valle Maggia loaves. The bread is oval, baked dark brown (dunkel ausgebacken) with a strong, rustic crust texture and deep scorings. One loaf is meticulously torn open, clearly revealing an extremely open, irregular, and moist interior crumb structure (large alveoli). The setting is a rough, old wooden table, typical of a Ticino mountain cabin. Dramatic, warm side lighting (Rembrandt lighting) emphasizes the texture contrast. Professional food photography, shallow depth of field, ultra realistic, 8K.;Blurry, grainy, low quality, deformed, messy, poorly sliced, plastic texture, fake studio background, monochrome, excessive flour dust, artifacts.;Kaltes Wasser verwenden wegen intensiver Knetung.;;;Kanton Tessin (Maggiatal);Moderne, effiziente Interpretation traditioneller Tessiner Biga-Brote.;Dunkel ausgebacken, dicke Kruste, grossporige und feuchte Krume ("High Hydration").;
active;CH-TI-002;CHE-00062-G-001;1;Pane Valle Maggia – Rustikales Biga Brot;Tessiner Brote / Artisan Breads;3;Keine;Gare: 90 Min Stockgare (1x falten).;Gären;90 Min;CHE-00062-G-001-st3.jpg;Traditionell;CHE-00062-G-001.jpg;Professional food photography, dark baked oval bread, rustic crust;blurry, text, cartoon;A highly detailed, photorealistic studio shot of two Pane Valle Maggia loaves. The bread is oval, baked dark brown (dunkel ausgebacken) with a strong, rustic crust texture and deep scorings. One loaf is meticulously torn open, clearly revealing an extremely open, irregular, and moist interior crumb structure (large alveoli). The setting is a rough, old wooden table, typical of a Ticino mountain cabin. Dramatic, warm side lighting (Rembrandt lighting) emphasizes the texture contrast. Professional food photography, shallow depth of field, ultra realistic, 8K.;Blurry, grainy, low quality, deformed, messy, poorly sliced, plastic texture, fake studio background, monochrome, excessive flour dust, artifacts.;Falten stabilisiert das Klebergerüst.;;;Kanton Tessin (Maggiatal);Moderne, effiziente Interpretation traditioneller Tessiner Biga-Brote.;Dunkel ausgebacken, dicke Kruste, grossporige und feuchte Krume ("High Hydration").;
active;CH-TI-002;CHE-00062-G-001;1;Pane Valle Maggia – Rustikales Biga Brot;Tessiner Brote / Artisan Breads;4;Keine;Formen: Vorsichtig zu zwei ovalen Laiben formen, nicht zu stark entgasen.;Formen;20 Min;CHE-00062-G-001-st4.jpg;Traditionell;CHE-00062-G-001.jpg;Professional food photography, dark baked oval bread, rustic crust;blurry, text, cartoon;A highly detailed, photorealistic studio shot of two Pane Valle Maggia loaves. The bread is oval, baked dark brown (dunkel ausgebacken) with a strong, rustic crust texture and deep scorings. One loaf is meticulously torn open, clearly revealing an extremely open, irregular, and moist interior crumb structure (large alveoli). The setting is a rough, old wooden table, typical of a Ticino mountain cabin. Dramatic, warm side lighting (Rembrandt lighting) emphasizes the texture contrast. Professional food photography, shallow depth of field, ultra realistic, 8K.;Blurry, grainy, low quality, deformed, messy, poorly sliced, plastic texture, fake studio background, monochrome, excessive flour dust, artifacts.;Luftblasen im Teig schonen für offene Porung.;;;Kanton Tessin (Maggiatal);Moderne, effiziente Interpretation traditioneller Tessiner Biga-Brote.;Dunkel ausgebacken, dicke Kruste, grossporige und feuchte Krume ("High Hydration").;
